lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang	user
melding	NN	2012	2012-2019	2012-2019_melding_60297		Ingen ble skadet i trafikkuhellet på Justnes torsdag, da to biler kolliderte. FOTO: Tormod Flem Vegge KRISTIANSAND: Nødetatene rykket torsdag ettermiddag ut til Justnes etter melding om en trafikkulykke med personskader.	175:182	0:220	14844	nor_dia_change_subset2	no	andrey
melding	NN	1980	1980-1990	1980-1990_melding_4520		Generelt bør det legges opp til en størst mulig delegering av saker fra departementet til DSS. Landbruksdepartementets styring bør vaere knyttet til sentrale retningslinjer og trekkes opp i meldinger til Stortinget og i budsjettproposisjoner. 4-1 •	189:198	0:247	14847	nor_dia_change_subset2	no	andrey
melding	NN	1980	1980-1990	1980-1990_melding_2964		Når trygdekontoret utbetaler forskott og/ eller stønad, som det offentlige (folketrygden) har refusjonskrav i hos bidragspliktige, foreslår vi at det automatisk sendes melding til skattemyndighetene (ligningskontoret) om innkreving over skatteseddelen av dette beløpet.	168:175	0:269	14845	nor_dia_change_subset2	no	andrey
melding	NN	2012	2012-2019	2012-2019_melding_23650		Mann slått ned på Lademoen Lørdag kveld rykket politiet i Trondheim ut til melding om en voldsepisode på en adresse på Lademoen i Trondheim.	75:82	0:140	14849	nor_dia_change_subset2	no	andrey
melding	NN	1980	1980-1990	1980-1990_melding_2383		Men prismyndighetene skulle føre tilsyn med prisutviklingen, bl.a. -gjennom meldinger fra de ervervsdrivende.	76:85	0:109	14860	nor_dia_change_subset2	no	andrey
melding	NN	1980	1980-1990	1980-1990_melding_2558		Foruten å avskjaere forsikringstageren fra fritt og vilkårlig tilbakekall, har et slikt avkall også visse andre, kanskje vel så betydelige, virknmger, jfr. saerhg § 104 annet ledd som drøftes naermere nedenfor. Videre heter det i § 104 annet ledd annet punktum at det samme også gjelder «i forhold til barns f orlottsrett til arv etter arveloven», jfr. arvelovens § 36. Også dette kan etter omstendighetene gjøre betydehge inngrep i den begunstigedes rett. Til tross for de betydelige virkninger som følger med et tilsagn om ugjenkallelighet, er dette formfritt. Etter § 102 annet ledd må tilsagnet rettes til den begunstigede; en melding til selskapet er derfor ikke tilstrekkelig. Men det stilles intet krav om skrifthghet.	628:635	0:722	14858	nor_dia_change_subset2	no	andrey
melding	NN	2012	2012-2019	2012-2019_melding_87584		Kvinne hardt skadd etter knivstikking i Moss Politiet fikk melding om saken klokka 8.18 fredag morgen.	59:66	0:102	14854	nor_dia_change_subset2	no	andrey
melding	NN	1980	1980-1990	1980-1990_melding_1338		Abonnement: kr. 58,50 pr. sesjon, fritt tilsendt. AKA 8904 Stortingsproposisjoner Forslag til vedtak fra Regjeringen i saker som Stortinget skal ta stilling til. Abonnement: kr. 350,50 pr. sesjon, fritt tilsendt. AKA 8905 Stortingsmeldinger Inneholder bl.a. Statsregnskapet, meldinger til Stortinget om arbeidet i statens bedrifter, meldinger om planer som Regjeringen vil sette i verk i fremtiden. Abonnement: kr. 386,50 pr. sesjon, fritt tilsendt. AKA 8906 Odelstingsproposisjoner Regjeringens lovforslag.	231:240	0:507	14856	nor_dia_change_subset2	no	andrey
melding	NN	1980	1980-1990	1980-1990_melding_622		Den ordinaere revisjonen av de statseide selskapenes regnskaper foretas på samme måte som for private aksjeselskaper. Statoils virksomhet behandles årlig av Stortinget i forbindelse med Regjeringens melding til Stortinget om statens engasjement i petroleumsvirksomheten.	198:205	0:269	14841	nor_dia_change_subset2	no	andrey
melding	NN	1980	1980-1990	1980-1990_melding_4271		Dette ville vaere naturlig med en registreringsordning hvor landet var oppdelt i en rekke mindre enheter. Behandlingen ville skje i hvert enkelt registreringsområde uavhengig av hvordan tilsvarende meldinger ble behandlet i andre.	197:206	0:229	14848	nor_dia_change_subset2	no	andrey
melding	NN	2012	2012-2019	2012-2019_melding_60682		Det satt en kvinne og et barn i bilen som ble påkjørt bakfra, men begge kom fra hendelsen med ubetydelige skader. Politiet fikk inn meldingen klokken 15.43 tirsdag ettermiddag.	132:141	0:176	14853	nor_dia_change_subset2	no	andrey
melding	NN	2012	2012-2019	2012-2019_melding_84320		Administrerende direktør Ragnar Sjoner i Norsk Tillitsmann/Nordic Trustee. (Foto: Per Ståle Bugjerde) Nordic Trustee ASA, en sentral aktør i det nordiske obligasjonsmarkedet som ofte opptrer på vegne av ulike obligasjonseiere, etablerer et nordisk ratingbyrå, ifølge en melding torsdag. Selskapet Nordic Credit Rating AS tar sikte på hente 50 millioner kroner i en kapitalutvidelse gjennom en spredt eierstruktur.	270:277	0:413	14852	nor_dia_change_subset2	no	andrey
