lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang	user
nett	NN	2012	2012-2019	2012-2019_nett_17352		Det mørke nettet Anders Tendenes kan det meste om IT. Han er opptatt av sikkerhet for seg selv og kundene sine. FOTO: Anders Minge På «det mørke nettet» selges narkotika i stor stil, barnpornografi, våpen og pass, men her har også Facebook opprettet en egen side, og her jobber menneskerettighetsaktivister, opposisjonelle og antiautoritaere aktivister i vesten i skjul for all verdens myndigheter, også de som kun ønsker å vaere i fred for overvåkning og kommersiell sporing gjør se usynlige her. Noen mener at du og jeg og Hvermansen om få år vil bruke teknologien som tar oss ned på det mørke nettet.	10:16	0:601	15248	nor_dia_change_subset2	no	andrey
nett	NN	2012	2012-2019	2012-2019_nett_12551		Bildene som nå sirkulerer på nettet viser en mann – angivelig piloten – ikledd en oransje drakt. Mens han befinner seg i et slags bur, settes han fyr på gjennom brennbart stoff som leder til ham. Mannen (26) ble tatt til fange da flyet hans krasjet under et kampoppdrag for den USA-ledede koalisjonen i Syria. IS hevdet at de skjøt ned jagerflyet med en varmesøkende rakett.	29:35	0:374	15251	nor_dia_change_subset2	no	andrey
nett	NN	2012	2012-2019	2012-2019_nett_26334		I stedet ser de for seg at det arrangeres en sentral debatt ett sted, som sendes direkte på nett til samtlige skoler og hvor elevene på hver skole kan delta via sosiale medier eller på andre måter for å stille spørsmål til ungdomspolitikerne.	92:96	0:242	15242	nor_dia_change_subset2	no	andrey
nett	NN	1980	1980-1990	1980-1990_nett_301		Tradisjonelt har Televerket hatt praktisk talt monopol på abonnentinstalllas joner knyttet til de offentlige nett eller til leide samhand i Televerkets nett, dvs.: — hussentraler for telefoni (PABX), — teleks, inklusive egne teleks hussentraler i de siste år, —' datel og datex (modem og datakommuriikasjonsutstyr).	109:113	0:315	15241	nor_dia_change_subset2	no	andrey
nett	NN	2012	2012-2019	2012-2019_nett_2377		I videoer og bilder som ble lastet opp på nettet av aktivister i helga avsløres det også rene massegraver på gata i Homs.	42:48	0:121	15243	nor_dia_change_subset2	no	andrey
nett	NN	2012	2012-2019	2012-2019_nett_21820		På andre siden av nettet sto Helene Abusdal, som allerede har vunnet norgesmesterskapet hele fire ganger i damesingle.	18:24	0:118	15239	nor_dia_change_subset2	no	andrey
nett	NN	1980	1980-1990	1980-1990_nett_1006		Departementet har finansiert forskningsprosjektene «EDB og sysselsetting i kontorsektoren» FFI/Mycron Samkjøring av datamaskiner i nett. Støtte: 700 000.	131:135	0:153	15235	nor_dia_change_subset2	no	andrey
nett	NN	1980	1980-1990	1980-1990_nett_66		Ikkje dei som nett har laert det, og ser at det går framover nesten kvar dag. Eg meiner dei som strevar heile barneskolen, og framleis ikkje les flytande når dei kjem i ungdomsskolen.	14:18	0:182	15233	nor_dia_change_subset2	no	andrey
nett	NN	1980	1980-1990	1980-1990_nett_52		Når det gjelder realisering av tiltakene i kapittel 8, vil arbeid med dem kunne iverksettes når som helst og drives kontinuerlig. De vil vesentlig kreve innsats på nivå av det enkelte laerested, det enkelte institutt/avdeling/linje og den enkelte laerer og student. Kvaliteten i arbeidet på dette nivået vil etter utvalgets mening vaere avhengig av hva som skjer med de tiltak som er foreslått i kapittel 7. 1) Begrepet «infrastruktur» brukes her til en viss grad i overført betydning. Leksikalsk er betydningen «det nett av faste anlegg som er grunnlaget for en virksomhet».	514:518	0:572	15238	nor_dia_change_subset2	no	andrey
nett	NN	1980	1980-1990	1980-1990_nett_461		Vi venta og trudde tross alt på miraklet som snart måtte skje, med alvor og skjemt, ikkje minst det siste. Mismod? Å nei, stort sett ikkje! Pessimisme? Langt derifrå! Matløyse? Nei, heller ikkje det, iallfall for presten! Ein dag eg sat i stova og prata med far, som nett da vitja meg, steig ein mann inn med stor ryggsekk på seg: «Eg slakta her om dagen - så tenkte eg: Nå treng sikkert	267:271	0:387	15253	nor_dia_change_subset2	no	andrey
