lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang	user
skjerm	NN	1970	1970-2015	1970-2015_skjerm_568		Dem innendørs i rom som vender ut mot vegen, sammenlignet med situasjonen før skjermen ble oppført? UTENDØRS ERFARINGER MED STØYSKJERMEN MYE MINDRE FORSTYRRENDE NÅ. 1 \KODE KOL NOE MINDRE FORSTYRRENDE NÅ. 2 OMTRENT DET SAMME. 3 16. Hvor forstyrrende er trafikkstøyen nå, når	78:86	0:274	13277	real_norwegian_semantic_change	no	andrey
skjerm	NN	1929	1929-1965	1929-1965_skjerm_17		Blomstene lyserøde el. brunlige, i en hodeliknende skjerm.	51:57	0:58	13276	real_norwegian_semantic_change	no	andrey
skjerm	NN	1929	1929-1965	1929-1965_skjerm_133		Hvor bygningsrådet efterat brandstyrets erklaering er innhentet finner det påkrevet, skal garasjer som er bestemt til å opta et større antall automobiler, avdeles ved ildfaste skjermer eller skillevegger. § 106.	175:183	0:210	13287	real_norwegian_semantic_change	no	andrey
skjerm	NN	1929	1929-1965	1929-1965_skjerm_98		Blom- stene i skjerm (sj. enslige). al. Bladene rynkete, korthårete.	14:20	0:68	13282	real_norwegian_semantic_change	no	andrey
skjerm	NN	1929	1929-1965	1929-1965_skjerm_53		Den både smaker og lukter sterkt, og frukten blir derfor Fig. 16. Karveplante. a skjerm.	81:87	0:88	13286	real_norwegian_semantic_change	no	andrey
skjerm	NN	1970	1970-2015	1970-2015_skjerm_125		«Utgiveradresse» $k Telefonnummer (R) Delfeltet benyttes til ett eller flere telefonnummer knyttet til en adresse. $1 Telefaksnummer (R) Delfeltet benyttes til ett eller flere telefaksnummer knyttet til en adresse. $m E-post adresse (R) Delfeltet benyttes til en eller flere e-post adresser knyttet til en adresse. $p Kontaktperson (R) Delfeltet benyttes for navn på en eller flere kontaktpersoner knyttet til en adresse $z Note Delfeltet benyttes til forklarende note beregnet for visning på skjerm Juni 1999 270 Eksempel: 270 00 $aStatens helsetilsyn, Postboks 8128 Dep.sbOsloseN-0032 270 00 $aUniversitetet i Oslo, Det teologiske fakultet, Postboks 1023 BlindernsbOsloseN-03155k47 22 85 03 005147 22 85 03 01$mekspedisjonen@ teologi.uio.no 270 00 $aNorsk elektroteknisk forlag, Postboks 6282 St. Olavs plasssbOsloseN-01305k47 22 11 31 00$pTor Bergersen Juni 1999 3XX 3XX	493:499	0:873	13285	real_norwegian_semantic_change	no	andrey
skjerm	NN	1929	1929-1965	1929-1965_skjerm_124		Den er av passe intime dimensjoner og midt på står malaren Tidemands byste på en sokkel under en skjerm dannet av kronen på en fyldig blodbak.	97:103	0:142	13278	real_norwegian_semantic_change	no	andrey
skjerm	NN	1970	1970-2015	1970-2015_skjerm_338		En selger i England kan på sin skjerm bestille produkter med alle varianter av skinntype og stoff og farge. Ordren behandles omgående i produsentens edbsystem, og representanten i England vil umiddelbart få beskjed om når produktet kan leveres.	31:37	0:244	13279	real_norwegian_semantic_change	no	andrey
skjerm	NN	1970	1970-2015	1970-2015_skjerm_284		Det må tas hensyn til strømbegrensende virkning av impedanser i kretsen og vernets strømbegrensning (Joule-integralet). Tabell 54 D. Faktor k når kabelkappe, skjerm eller -armering er brukt som beskyttelsesleder Tabell 54 E. Faktor k for separat uisolert leder når det ikke er fare for skade på naerliggende materiale pga. de angitte temperaturer Veiledning: Antatt starttemperatur er 30 °C *) De angitte temperaturer er bare tillatt når de ikke forårsaker svekking av koblingene. k = faktor avhengig av materialet i beskyttelseslederen, iso- lasjonen og andre deler samt av start- og sluttemperatu- rene.	158:164	0:604	13281	real_norwegian_semantic_change	no	andrey
skjerm	NN	1929	1929-1965	1929-1965_skjerm_117		Har jeg virkelig funnet denne formel, så har jeg også rett, tenkte han, da har jeg ham. Han drev frem og tilbake på gul vet. Det var så stille i den store bygning for tiden, og den rolig skinnende grønne skjerm over skrivebordet gjorde det enda stillere.	204:210	0:254	13269	real_norwegian_semantic_change	no	andrey
skjerm	NN	1970	1970-2015	1970-2015_skjerm_296		Dersom bruk av formelen ikke gir et normert tverrsnitt som resultat, skal det velges det naermeste høyere normerte tverrsnitt. Tabell 2.9 Faktor k for isolerte beskyttelsesledere som ikke inngår i en kabel, og for uisolerte beskyttelsesledere i kontakt med kabelkappe. Veiledning: Antatt starttemperatur er 30 °C. Tabell 2.10 Faktor k når beskyttelsesleder er leder i en flerlederkabel. §52 Tabell 2.11 Faktor k når kabelkappe, skjerm eller -armering er brukt som beskyttelsesleder. Tabell 2.12 Faktor k for separat uisolert leder når det ikke er fare for skade på naerliggende materiale pga. de angitte temperaturer. Veiledning: Antatt starttemperatur er 30 °C. *) De angitte temperaturer er bare tillatt når de ikke forårsaker svekking av koblingene.	427:433	0:750	13271	real_norwegian_semantic_change	no	andrey
