lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang	user
mappe	NN	2012	2012-2019	2012-2019_mappe_279		– Du må finne ut hva e-posten er og om du må gjøre noe med den nå. Svarer du nei på det siste spørsmålet, må du fortsette å spørre deg selv om du kan slette den eller om det er arkivverdig. Er e-posten noe du kan gjøre «Engang/kanskje», kan du sortere den i en egen mappe. Fakta: Spam-mail i innboksen	266:271	0:301	14922	nor_dia_change_subset2	no	andrey
mappe	NN	2012	2012-2019	2012-2019_mappe_167		I noen tilfeller krever det imidlertid at du «rooter» telefonen. Som iPhone-bruker må du gjemme unna apper som Aksjer, Vaeret, Kompass og Aviskiosk i en egen mappe på hjem-skjermen hvis du ikke bruker dem. Ikke minst får du som Android-bruker valgfrihet til å velge akkurat hvilke apper du ønsker å bruke som standardvalg: Nettleser, videoavspilling, meldingsapp, ringe-app og så videre.	157:162	0:386	14913	nor_dia_change_subset2	no	andrey
mappe	NN	1980	1980-1990	1980-1990_mappe_7		I stedet har følgende ordning vaert praktisert: Inngående korrespondanse blir vurdert i postmøter med sikte på om dokumentene er offentlige. Dokumenter som er offentlig tilgjengelige, påføres et stempel, og det tas gjenparter av dem. Gjenpartene samles samme dag innen kl. 11.00 i en mappe og stilles til disposisjon for pressefolk eller andre interesserte.	283:288	0:356	14918	nor_dia_change_subset2	no	andrey
mappe	NN	2012	2012-2019	2012-2019_mappe_200		Også det øvrige materialet fra okkupasjonsårene inneholder opplysninger som ikke kan frigis før klausulene opphører. Under Aftenpostens besøk i Riksarkivet gikk en medarbeider gjennom en heller spesiell sak: I mappen ligger detaljert informasjon om en jødisk forretningsmann som under hele krigen handlet med tyskerne - i Norge. En annen mappe rommer bilder av samtlige tyske offiserer som en norsk kvinne hadde et forhold til. Rådgiver Jon Barstad fastslår:	210:215	0:458	14921	nor_dia_change_subset2	no	andrey
mappe	NN	1980	1980-1990	1980-1990_mappe_5		For det enkelte pensjons- og stønadsområdet er det laget en mappe som inneholder forskjellige informasjonsbrosjyrer.	60:65	0:116	14927	nor_dia_change_subset2	no	andrey
mappe	NN	1980	1980-1990	1980-1990_mappe_15		Det finnes heller ingen spesiell mappe til dette bruk.	33:38	0:54	14908	nor_dia_change_subset2	no	andrey
mappe	NN	2012	2012-2019	2012-2019_mappe_159		Ønsker du å slette en mappe igjen, trykk og hold, og dra den opp øverst til skjermen hvor det står Fjern. Til slutt	22:27	0:115	14911	nor_dia_change_subset2	no	andrey
mappe	NN	2012	2012-2019	2012-2019_mappe_335		FBI ble varslet, og saken ble sendt videre til føderalt politi i Australia, som søkte gjennom guttens hjem i fjor. Det ble funnet en mappe med navnet «hacky hack hack».	133:138	0:168	14916	nor_dia_change_subset2	no	andrey
mappe	NN	2012	2012-2019	2012-2019_mappe_135		Det betyr ikke at jeg kan la helt vaere å kikke i den. Men å redusere antall avbrytelser pr. time fra 5 - 10 til 2-5, gjør at jeg får konsentrert meg mye bedre om det jeg faktisk skal gjøre. Gradvis trener du også Sanebox til å kjenne deg enda bedre, ved at du flytter de få e-postene som blir sortert feil til riktig mappe.	317:322	0:323	14917	nor_dia_change_subset2	no	andrey
mappe	NN	1980	1980-1990	1980-1990_mappe_6		solkafe, foreldrekaffe, besøk på arbeidsplasserog i bassenget osv. har stort sett vaert foreldrenes ansvar. ~/v Postmappa vår er kommet for å bli. Ei god, solid mappe der all post til og fra skole /hjem skal formidles.	160:165	0:217	14926	nor_dia_change_subset2	no	andrey
